[Turn 0] Initialized game with Red: bots/eric/IronChefOptimized.py, Blue: bots/eric/IronChefOptimized.py
[Turn 180] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 180] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 180] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 180] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 180] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 180] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 180] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 181] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 181] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 181] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 181] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 181] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 181] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 181] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 181] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 182] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 182] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 182] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 182] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 182] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 182] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 182] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 182] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 183] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 183] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 183] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 183] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 183] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 183] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 183] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 183] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 184] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 184] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 184] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 184] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 184] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 184] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 184] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 184] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 185] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 185] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 185] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 185] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 185] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 185] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 185] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 185] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 186] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 186] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 186] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 186] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 186] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 186] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 186] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 186] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 187] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 187] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 187] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 187] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 187] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 187] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 187] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 187] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 188] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 188] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 188] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 188] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 188] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 188] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 188] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 188] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 189] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 189] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 189] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 189] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 189] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 189] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 189] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 189] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 190] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 190] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 190] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 190] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 190] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 190] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 190] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 190] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 191] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 191] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 191] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 191] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 191] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 191] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 191] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 191] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 192] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 192] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 192] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 192] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 192] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 192] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 192] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 192] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 193] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 193] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 193] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 193] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 193] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 193] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 193] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 193] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 194] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 194] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 194] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 194] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 194] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 194] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 194] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 194] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 195] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 195] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 195] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 195] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 195] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 195] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 195] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 195] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 196] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 196] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 196] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 196] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 196] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 196] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 196] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 196] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 197] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 197] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 197] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 197] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 197] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 197] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 197] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 197] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 198] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 198] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 198] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 198] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 198] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 198] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 198] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 198] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 199] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 199] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 199] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 199] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 199] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 199] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 199] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 199] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 200] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 200] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 200] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 200] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 200] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 200] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 200] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 200] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 201] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 201] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 201] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 201] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 201] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 201] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 201] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 201] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 202] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 202] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 202] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 202] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 202] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 202] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 202] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 202] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 203] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 203] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 203] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 203] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 203] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 203] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 203] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 203] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 204] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 204] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 204] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 204] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 204] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 204] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 204] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 204] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 205] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 205] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 205] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 205] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 205] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 205] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 205] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 205] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 206] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 206] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 206] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 206] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 206] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 206] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 206] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 206] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 207] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 207] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 207] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 207] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 207] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 207] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 207] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 207] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 208] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 208] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 208] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 208] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 208] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 208] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 208] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 208] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 209] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 209] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 209] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 209] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 209] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 209] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 209] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 209] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 210] Bot 0 (RED): Pos=(6,31) Holding=None
[Turn 210] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 210] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 210] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 210] Bot 4 (BLUE): Pos=(6,31) Holding=None
[Turn 210] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 210] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 210] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 211] Bot 0 (RED): Pos=(6,31) Holding=None
[Turn 211] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 211] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 211] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 211] Bot 4 (BLUE): Pos=(6,31) Holding=None
[Turn 211] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 211] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 211] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 212] Bot 0 (RED): Pos=(6,31) Holding=MEAT(Ck:0)
[Turn 212] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 212] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 212] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 212] Bot 4 (BLUE): Pos=(6,31) Holding=MEAT(Ck:0)
[Turn 212] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 212] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 212] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 213] Bot 0 (RED): Pos=(6,31) Holding=MEAT(Ck:0)
[Turn 213] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 213] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 213] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 213] Bot 4 (BLUE): Pos=(6,31) Holding=MEAT(Ck:0)
[Turn 213] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 213] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 213] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 214] Bot 0 (RED): Pos=(7,32) Holding=MEAT(Ck:0)
[Turn 214] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 214] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 214] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 214] Bot 4 (BLUE): Pos=(7,32) Holding=MEAT(Ck:0)
[Turn 214] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 214] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 214] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 215] Bot 0 (RED): Pos=(7,33) Holding=MEAT(Ck:0)
[Turn 215] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 215] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 215] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 215] Bot 4 (BLUE): Pos=(7,33) Holding=MEAT(Ck:0)
[Turn 215] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 215] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 215] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 216] Bot 0 (RED): Pos=(8,34) Holding=MEAT(Ck:0)
[Turn 216] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 216] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 216] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 216] Bot 4 (BLUE): Pos=(8,34) Holding=MEAT(Ck:0)
[Turn 216] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 216] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 216] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 217] Bot 0 (RED): Pos=(9,35) Holding=MEAT(Ck:0)
[Turn 217] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 217] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 217] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 217] Bot 4 (BLUE): Pos=(9,35) Holding=MEAT(Ck:0)
[Turn 217] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 217] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 217] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 218] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 218] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 218] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 218] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 218] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 218] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 218] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 218] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 219] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 219] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 219] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 219] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 219] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 219] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 219] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 219] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 220] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 220] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 220] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 220] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 220] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 220] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 220] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 220] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 221] Bot 0 (RED): Pos=(9,35) Holding=MEAT(CHOPPED)(Ck:0)
[Turn 221] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 221] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 221] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 221] Bot 4 (BLUE): Pos=(9,35) Holding=MEAT(CHOPPED)(Ck:0)
[Turn 221] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 221] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 221] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 222] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 222] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 222] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 222] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 222] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 222] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 222] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 222] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 223] Bot 0 (RED): Pos=(8,34) Holding=None
[Turn 223] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 223] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 223] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 223] Bot 4 (BLUE): Pos=(8,34) Holding=None
[Turn 223] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 223] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 223] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 224] Bot 0 (RED): Pos=(7,33) Holding=None
[Turn 224] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 224] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 224] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 224] Bot 4 (BLUE): Pos=(7,33) Holding=None
[Turn 224] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 224] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 224] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 225] Bot 0 (RED): Pos=(7,33) Holding=Plate[]
[Turn 225] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 225] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 225] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 225] Bot 4 (BLUE): Pos=(7,33) Holding=Plate[]
[Turn 225] Bot 5 (BLUE): Pos=(32,33) Holding=None
